Date,MJD,BarIdx,OpenTime,CloseTime,OpenPrice,ClosePrice,MinPrice,MaxPrice,Quantity
2021/1/4,59218,0,9:30:00,9:44:59,133.52,132.06,131.45,133.61,8815581
2021/1/4,59218,1,9:45:00,9:59:59,132.07,131.45,131.29,132.3,4670806
2021/1/4,59218,2,10:00:00,10:14:59,131.45,130.51,130.38,131.67,5249416
2021/1/4,59218,3,10:15:00,10:29:59,130.5,131.05,130.47,131.15,3624790
2021/1/4,59218,4,10:30:00,10:44:59,131.06,131.04,130.56,131.31,3342132
2021/1/4,59218,5,10:45:00,10:59:59,131.04,130.97,130.45,131.25,4444530
2021/1/4,59218,6,11:00:00,11:14:59,130.97,130.09,129.4,131.31,5954217
2021/1/4,59218,7,11:15:00,11:29:59,130.08,129.88,129.88,130.42,3173052
2021/1/4,59218,8,11:30:00,11:44:59,129.89,129.39,129.27,130.09,3480000
2021/1/4,59218,9,11:45:00,11:59:59,129.4,128.82,128.79,129.58,4292912
2021/1/4,59218,10,12:00:00,12:14:59,128.81,127.41,127.1,128.92,6505388
2021/1/4,59218,11,12:15:00,12:29:59,127.41,128.25,126.76,128.4,5212537
2021/1/4,59218,12,12:30:00,12:44:59,128.25,127.98,127.72,128.31,3005851
2021/1/4,59218,13,12:45:00,12:59:59,127.98,128.42,127.63,128.59,2922506
2021/1/4,59218,14,13:00:00,13:14:58,128.41,128.78,128.05,128.89,3405982
2021/1/4,59218,15,13:15:00,13:29:59,128.78,129.04,128.62,129.11,2965353
2021/1/4,59218,16,13:30:00,13:44:59,129.04,128.87,128.6,129.06,2258170
2021/1/4,59218,17,13:45:00,13:59:59,128.9,129.18,128.82,129.2,1793372
2021/1/4,59218,18,14:00:00,14:14:59,129.17,128.92,128.62,129.2,2779365
2021/1/4,59218,19,14:15:00,14:29:59,128.92,128.96,128.83,129.18,2458125
2021/1/4,59218,20,14:30:00,14:44:59,128.96,129.05,128.79,129.18,2540452
2021/1/4,59218,21,14:45:00,14:59:59,129.04,129.49,128.64,129.58,3314135
2021/1/4,59218,22,15:00:00,15:14:59,129.48,129.21,129.03,129.58,3061514
2021/1/4,59218,23,15:15:00,15:29:59,129.21,129.07,128.81,129.23,2413991
2021/1/4,59218,24,15:30:00,15:44:59,129.06,129.28,128.76,129.42,3281182
2021/1/4,59218,25,15:45:00,16:00:00,129.28,129.41,129.12,129.74,21256917
2021/1/5,59219,0,9:30:00,9:44:59,128.89,131.29,128.43,131.29,8971058
2021/1/5,59219,1,9:45:00,9:59:59,131.28,131.31,130.76,131.48,4651849
2021/1/5,59219,2,10:00:00,10:14:59,131.32,131.49,130.92,131.74,4394215
2021/1/5,59219,3,10:15:00,10:29:59,131.49,131.05,130.7,131.71,4241729
2021/1/5,59219,4,10:30:00,10:44:59,131.07,130.93,130.78,131.42,2966690
2021/1/5,59219,5,10:45:00,10:59:59,130.94,130.52,130.43,131.2,2877970
2021/1/5,59219,6,11:00:00,11:14:59,130.54,130.34,130.11,130.69,2862330
2021/1/5,59219,7,11:15:00,11:29:59,130.34,130.38,129.93,130.46,3068919
2021/1/5,59219,8,11:30:00,11:44:59,130.37,130.29,130.23,130.68,2401912
2021/1/5,59219,9,11:45:00,11:59:59,130.29,130.29,130.2,130.54,2075195
2021/1/5,59219,10,12:00:00,12:14:59,130.29,130.16,129.95,130.3,2021853
2021/1/5,59219,11,12:15:00,12:29:58,130.16,130.15,129.84,130.27,2460439
2021/1/5,59219,12,12:30:00,12:44:57,130.15,130.14,130.1,130.34,1531311
2021/1/5,59219,13,12:45:00,12:59:58,130.14,130.15,129.85,130.17,1629661
2021/1/5,59219,14,13:00:00,13:14:58,130.15,130.1,130.03,130.24,1096549
2021/1/5,59219,15,13:15:00,13:29:59,130.1,130.04,129.94,130.15,1074165
2021/1/5,59219,16,13:30:00,13:44:58,130.04,130.39,130.04,130.45,1608292
2021/1/5,59219,17,13:45:00,13:59:59,130.39,130.62,130.39,130.63,2030732
2021/1/5,59219,18,14:00:00,14:14:58,130.63,131.13,130.6,131.18,2570781
2021/1/5,59219,19,14:15:00,14:29:58,131.12,131.11,131.03,131.25,2281879
2021/1/5,59219,20,14:30:00,14:44:59,131.11,131.29,131.11,131.4,2028380
2021/1/5,59219,21,14:45:00,14:59:59,131.3,130.95,130.85,131.33,1930120
2021/1/5,59219,22,15:00:00,15:14:58,130.96,131.05,130.86,131.27,1935915
2021/1/5,59219,23,15:15:00,15:29:59,131.06,130.83,130.82,131.16,1766654
2021/1/5,59219,24,15:30:00,15:44:59,130.83,131.08,130.76,131.1,2543562
2021/1/5,59219,25,15:45:00,16:00:00,131.08,131.01,130.84,131.45,12395248
2021/1/6,59220,0,9:30:00,9:44:59,127.72,127.46,126.55,127.95,13936628
2021/1/6,59220,1,9:45:00,9:59:59,127.46,128.06,127.28,128.52,7103935
2021/1/6,59220,2,10:00:00,10:14:59,128.07,128.32,127.59,128.8,5262476
2021/1/6,59220,3,10:15:00,10:29:59,128.34,128.95,128.12,129.21,4835679
2021/1/6,59220,4,10:30:00,10:44:59,128.96,129.06,128.82,129.43,4539618
2021/1/6,59220,5,10:45:00,10:59:59,129.07,129.39,128.94,129.74,4482050
2021/1/6,59220,6,11:00:00,11:14:59,129.39,130.5,129.1,130.53,4359608
2021/1/6,59220,7,11:15:00,11:29:59,130.49,130.42,130.36,131.05,5508565
2021/1/6,59220,8,11:30:00,11:44:59,130.43,130.14,129.89,130.77,4015329
2021/1/6,59220,9,11:45:00,11:59:59,130.14,130.12,129.96,130.36,2978796
2021/1/6,59220,10,12:00:00,12:14:59,130.13,130.4,130.06,130.65,2997096
2021/1/6,59220,11,12:15:00,12:29:59,130.4,130.32,130.19,130.71,2095669
2021/1/6,59220,12,12:30:00,12:44:59,130.33,130.01,129.93,130.54,1959985
2021/1/6,59220,13,12:45:00,12:59:59,130.01,130.01,129.88,130.19,2066715
2021/1/6,59220,14,13:00:00,13:14:59,130.02,130.14,129.93,130.16,2045365
2021/1/6,59220,15,13:15:00,13:29:59,130.15,129.24,129.21,130.26,3992434
2021/1/6,59220,16,13:30:00,13:44:59,129.25,129.53,128.94,129.6,3788798
2021/1/6,59220,17,13:45:00,13:59:59,129.53,129.25,129.22,129.56,1696345
2021/1/6,59220,18,14:00:00,14:14:59,129.26,128.94,128.94,129.45,2138121
2021/1/6,59220,19,14:15:00,14:29:59,128.94,127.8,127.75,129.03,5448097
2021/1/6,59220,20,14:30:00,14:44:59,127.79,127.88,127.49,128.22,5640269
2021/1/6,59220,21,14:45:00,14:59:59,127.88,127.94,127.1,128.18,5754849
2021/1/6,59220,22,15:00:00,15:14:59,127.93,128.01,127.46,128.22,4034923
2021/1/6,59220,23,15:15:00,15:29:59,128,127.48,126.94,128.07,4966542
2021/1/6,59220,24,15:30:00,15:44:59,127.49,127.47,126.82,127.59,5632414
2021/1/6,59220,25,15:45:00,16:00:00,127.46,126.6,126.38,127.49,20392665
2021/1/7,59221,0,9:30:00,9:44:59,128.36,128.44,128.03,128.79,9370493
2021/1/7,59221,1,9:45:00,9:59:59,128.45,129.01,127.86,129.14,6856294
2021/1/7,59221,2,10:00:00,10:14:59,129.03,129.84,128.88,129.9,5483245
2021/1/7,59221,3,10:15:00,10:29:59,129.83,129.83,129.68,130.32,5421881
2021/1/7,59221,4,10:30:00,10:44:59,129.84,130.1,129.69,130.23,3682610
2021/1/7,59221,5,10:45:00,10:59:59,130.1,130.54,130,130.56,3439157
2021/1/7,59221,6,11:00:00,11:14:59,130.54,130.54,130.42,131.03,4461860
2021/1/7,59221,7,11:15:00,11:29:59,130.54,130.56,130.31,130.77,3071059
2021/1/7,59221,8,11:30:00,11:44:59,130.57,130.71,130.44,130.96,2671173
2021/1/7,59221,9,11:45:00,11:59:59,130.71,130.32,130.14,130.76,2688280
2021/1/7,59221,10,12:00:00,12:14:59,130.33,130.11,129.95,130.43,2304307
2021/1/7,59221,11,12:15:00,12:29:59,130.11,130.07,129.85,130.38,2226369
2021/1/7,59221,12,12:30:00,12:44:58,130.06,130.53,130.06,130.54,1862190
2021/1/7,59221,13,12:45:00,12:59:59,130.54,130.46,130.42,130.65,1419724
2021/1/7,59221,14,13:00:00,13:14:59,130.46,130.24,130.02,130.55,1949264
2021/1/7,59221,15,13:15:00,13:29:59,130.25,130.36,130.14,130.52,1400847
2021/1/7,59221,16,13:30:00,13:44:59,130.37,130.51,130.25,130.56,1684630
2021/1/7,59221,17,13:45:00,13:59:59,130.51,130.31,130.21,130.52,1398374
2021/1/7,59221,18,14:00:00,14:14:59,130.3,130.46,130.28,130.6,1492621
2021/1/7,59221,19,14:15:00,14:29:59,130.46,130.62,130.39,130.64,1645857
2021/1/7,59221,20,14:30:00,14:44:59,130.61,130.49,130.45,130.68,1991257
2021/1/7,59221,21,14:45:00,14:59:59,130.49,130.78,130.41,130.78,1556115
2021/1/7,59221,22,15:00:00,15:14:59,130.77,130.86,130.46,130.96,3208562
2021/1/7,59221,23,15:15:00,15:29:59,130.87,131.21,130.83,131.22,3404770
2021/1/7,59221,24,15:30:00,15:44:59,131.21,131.2,131.04,131.35,3242530
2021/1/7,59221,25,15:45:00,16:00:00,131.2,130.86,130.82,131.63,6688323
2021/1/8,59222,0,9:30:00,9:44:59,132.43,131.41,131.34,132.63,8940448
2021/1/8,59222,1,9:45:00,9:59:59,131.41,131.55,130.35,131.69,6714948
2021/1/8,59222,2,10:00:00,10:14:59,131.54,131.23,131.23,131.98,3778127
2021/1/8,59222,3,10:15:00,10:29:59,131.21,130.38,130.26,131.53,4279519
2021/1/8,59222,4,10:30:00,10:44:59,130.39,131.22,130.33,131.26,3435360
2021/1/8,59222,5,10:45:00,10:59:59,131.22,131.02,130.91,131.5,2872506
2021/1/8,59222,6,11:00:00,11:14:59,131.02,131,130.84,131.3,2490952
2021/1/8,59222,7,11:15:00,11:29:59,130.99,131.07,130.62,131.16,2850106
2021/1/8,59222,8,11:30:00,11:44:59,131.07,131.56,130.98,131.64,2684878
2021/1/8,59222,9,11:45:00,11:59:59,131.57,132.24,131.45,132.25,3766121
2021/1/8,59222,10,12:00:00,12:14:59,132.24,132.43,131.71,132.57,3882354
2021/1/8,59222,11,12:15:00,12:29:59,132.42,132.16,131.98,132.56,2522311
2021/1/8,59222,12,12:30:00,12:44:59,132.16,131.75,131.65,132.25,2194301
