Month,AUC_Model_Train,AUC_Model_Test,AUC_Random,Log_Loss_Train,Log_Loss_Test,Sensitivity,Specificity
2017-08,0.6271340669593456,0.4862414008755471,0.5049540766900881,0.6406852595464035,0.7422911056179823,0.2032520325203252,0.7692307692307693
2017-09,0.6417814798152454,0.5,0.47429659053293616,0.6334788397291732,0.7518066874729119,1.0,0.0
2017-10,0.6586927059562837,0.46675782852454534,0.4859907014904964,0.6349853053724562,0.6866957588176752,0.6422535211267606,0.2912621359223301
2017-11,0.6391776898152788,0.4199907703844712,0.46895820714718356,0.6351203466774619,0.7659026768080053,0.7007874015748031,0.1391941391941392
2017-12,0.6378253745059179,0.5501856482533909,0.5381601879214972,0.6393690621862287,0.6833364320319476,0.8754716981132076,0.2248995983935743
2018-01,0.6562222838369351,0.5007635746606335,0.515299773755656,0.638421154753273,0.6969917761543672,0.5346153846153846,0.46691176470588236
2018-02,0.700167700974232,0.5,0.5056651208615741,0.6338126588921336,0.7102027834876812,1.0,0.0
2018-03,0.7141809185246789,0.44312072336265884,0.48784213098729223,0.6336363978245896,0.7144771773018229,0.6174242424242424,0.26881720430107525
2018-04,0.7131951509330289,0.5143638850889193,0.47801446159859295,0.6319343038512769,0.7161845645154867,0.9867109634551495,0.04201680672268908
2018-05,0.69818817499692,0.5250050386294928,0.4867248908296943,0.6297485361841256,0.6644511180804508,0.9015384615384615,0.14847161572052403
2018-06,0.6819677105882144,0.4964312520357441,0.4972738730828601,0.6264305036692989,0.6963042846757561,0.6484641638225256,0.34439834024896265
2018-07,0.6799252349509136,0.566303441705371,0.5152733118971061,0.6270749170135964,0.6860622369243865,0.15112540192926044,0.9814814814814815
2018-08,0.6943387920067026,0.5055738551960215,0.5157204676096363,0.6244232755911334,0.8084686770835042,0.09319899244332494,0.9179487179487179
2018-09,0.688416677473185,0.48723404255319147,0.5382127659574468,0.6242394350302509,0.7179873158764096,0.9744680851063829,0.0
2018-10,0.665102537365311,0.5107589184276301,0.49725062485798677,0.6245740416285239,0.6897426099949747,0.6074074074074074,0.41411042944785276
2018-11,0.6875002530313151,0.48649431949918853,0.5208671458381637,0.628128833869254,0.7889669796603206,0.8414096916299559,0.13157894736842105
2018-12,0.680489233121313,0.4861111111111111,0.46487695749440716,0.6332645756243065,0.7864783678337146,0.9722222222222222,0.0
2019-01,0.6604233047688303,0.4861577698857793,0.49283549753870204,0.6340559971569253,0.6984274054764424,0.5431309904153354,0.4291845493562232
2019-02,0.6676127506222556,0.5,0.4610481229528849,0.6368184466832606,0.7184318761735923,1.0,0.0
2019-03,0.6769966960474904,0.5034325602861428,0.5123024114457136,0.6383116964924066,0.7020900622746713,0.43209876543209874,0.5747663551401869
2019-04,0.6666515588544719,0.4822556390977443,0.4813454689354967,0.6376817289438915,0.6635361294671315,0.9473684210526315,0.017142857142857144
2019-05,0.6581787907833748,0.45312090904330515,0.49412211342095613,0.6310161561345755,0.708415716334831,0.6902654867256637,0.21597633136094674
2019-06,0.6840607667634102,0.4888932099245547,0.48543206035622616,0.6305280587701878,0.7194408228526044,0.056856187290969896,0.9209302325581395
2019-07,0.6955880850764453,0.4855088903383149,0.49910671241811533,0.629097721053488,0.6580780988534068,0.9050279329608939,0.06598984771573604
2019-08,0.6954787496349815,0.5,0.5173925409308997,0.6279474462802336,0.7503433182647291,1.0,0.0
2019-09,0.6934498896116388,0.5807597125228828,0.515323072750695,0.6349207314793869,0.677598310184325,0.5626822157434402,0.5988372093023255
2019-10,0.6891438727196986,0.5091677809141781,0.4799249740008914,0.6288131985983894,0.6478180235000878,0.994750656167979,0.02358490566037736
2019-11,0.6913164501215459,0.42741287799427335,0.5053512815140722,0.6201845892717017,0.6972663804275028,0.7327327327327328,0.12209302325581395
2019-12,0.6533110216974392,0.49610062893081763,0.522440251572327,0.6224290454272987,0.6304677955255777,0.9733333333333334,0.018867924528301886
2020-01,0.6193257781725843,0.5581850407656859,0.5134633108826657,0.6152364523083486,0.6515401533196282,0.7569230769230769,0.35944700460829493
2020-02,0.620050668895924,0.5055385379584403,0.5084775229737561,0.6098737244503297,0.7008558616354289,0.902127659574468,0.10894941634241245
2020-03,0.6134068835027072,0.5437284520177592,0.5003658506337277,0.6091233558349134,0.6898822317343876,0.8689138576779026,0.2185430463576159
2020-04,0.6394331480209989,0.5925150824120313,0.5503997921658055,0.6119569727328467,0.6595288701019609,0.8483965014577259,0.33663366336633666
2020-05,0.6341614305639132,0.5234234234234234,0.49039039039039045,0.6150487539249079,0.6450055987554182,0.9819819819819819,0.06486486486486487
2020-06,0.6046342584840922,0.4909259478439263,0.5206138793545587,0.6085023780339366,0.6614275473814842,0.8879551820728291,0.09389671361502347
2020-07,0.6093889611828909,0.4761113472710644,0.4618193762800943,0.6053814329292168,0.6971081024396908,0.9085545722713865,0.043668122270742356
2020-08,0.610342148406243,0.471829275696679,0.5123550482666505,0.6075237867925183,0.8706889380201558,0.24585635359116023,0.6978021978021978
