Month,AUC_Model_Train,AUC_Model_Test,AUC_Random,Log_Loss_Train,Log_Loss_Test,Sensitivity,Specificity
2017-08,0.5964497971761895,0.4999281058282209,0.5219037576687117,0.6710714813818236,0.6959703150571903,0.25766871165644173,0.7421875
2017-09,0.5796960362116117,0.5080604979346481,0.49216452095086555,0.6705419671783956,0.7045382512423894,0.9910313901345291,0.025089605734767026
2017-10,0.593341831570827,0.51369081975983,0.4959033125448735,0.6713922053039002,0.6946843468607037,0.6289752650176679,0.398406374501992
2017-11,0.5712232863067898,0.4869143260149638,0.48015301116153564,0.6717786105506464,0.7014646647391805,0.8326996197718631,0.14112903225806453
2017-12,0.5691106645351672,0.5357757560855668,0.4941890009015654,0.6728637265654157,0.6894372647053627,0.8674698795180723,0.20408163265306123
2018-01,0.5861792267191628,0.4882170946102244,0.48677133934767525,0.6725630200189812,0.6969097482594353,0.8893129770992366,0.08712121212121213
2018-02,0.5884800749030237,0.4894307277259844,0.5069152750742753,0.6711501014841325,0.6865255088113061,0.9612403100775194,0.01762114537444934
2018-03,0.603151190142083,0.4363295880149813,0.4943820224719101,0.6717148562930295,0.6996933510658956,0.5393258426966292,0.3333333333333333
2018-04,0.6110545244687491,0.49659660514923676,0.4962121212121212,0.6707611176451377,0.7073359195024574,0.8984962406015038,0.0946969696969697
2018-05,0.6176304128152619,0.528624204508683,0.5303904648905189,0.6709959378778125,0.6880939498575415,0.7226027397260274,0.3346456692913386
2018-06,0.617452711223203,0.4691463682247093,0.48583863652988074,0.6702598903462096,0.697339567097488,0.15053763440860216,0.7877551020408163
2018-07,0.6174453381771613,0.4690467266366817,0.5099950024987506,0.6711326502234353,0.696613198340321,0.7355072463768116,0.2025862068965517
2018-08,0.6209187849299544,0.4798877340915776,0.5446183449357781,0.6713127985617896,0.7009641527737175,0.4194528875379939,0.5403225806451613
2018-09,0.6180602876259276,0.5142971232139447,0.5166061910797062,0.6715617963403737,0.6929787419681094,0.9456066945606695,0.08298755186721991
2018-10,0.6020296827286163,0.4597840103159252,0.5088652482269503,0.6721001513482018,0.6992277481129862,0.624113475177305,0.29545454545454547
2018-11,0.6116473952318822,0.4785703929244599,0.5144048136871103,0.6722287693777246,0.7060464748363686,0.6694214876033058,0.28771929824561404
2018-12,0.619043657382227,0.48937410329985653,0.47499103299856527,0.671872394429946,0.7351172691210042,0.5853658536585366,0.39338235294117646
2019-01,0.6147762944400221,0.5455901998124093,0.4907696899070574,0.6717044781069975,0.6928584704943876,0.5761589403973509,0.5150214592274678
2019-02,0.6038684429970386,0.5000447019275471,0.5201873904802775,0.6721825185454525,0.6937207303535669,0.99581589958159,0.004273504273504274
2019-03,0.6095466699295011,0.49584202534519706,0.5024479543616162,0.6721256750124072,0.6917576811731823,0.7667844522968198,0.2248995983935743
2019-04,0.5989613925908789,0.48939508872131254,0.5329153838144959,0.6731449734272136,0.7076212641606875,0.25732899022801303,0.7214611872146118
2019-05,0.5950501380394635,0.4770027413950655,0.5020306630114733,0.6715167395971223,0.7018630383503177,0.9029850746268657,0.05102040816326531
2019-06,0.6038739527701741,0.46898571721021054,0.5376832590586271,0.670487908028109,0.6995533768741943,0.2845849802371542,0.6533864541832669
2019-07,0.6152626101028299,0.5785522535040267,0.5286999689730065,0.6713609455731123,0.6894854463006315,0.5563139931740614,0.6007905138339921
2019-08,0.6067430768867887,0.5045883940620782,0.4876807403123192,0.670941541621664,0.6925858052349401,0.9578947368421052,0.05128205128205128
2019-09,0.6146394324846457,0.5474450274862568,0.48472638680659674,0.6709217819534121,0.6890952370021082,0.5905797101449275,0.5043103448275862
2019-10,0.6252621360093762,0.508438638085694,0.5261347249040647,0.6710805922128994,0.6880538669032122,0.6901840490797546,0.32669322709163345
2019-11,0.610534623011054,0.48811275798030773,0.5122463996636182,0.6693182958841986,0.6910973340217132,0.5264900662251656,0.4497354497354497
2019-12,0.5877560965084205,0.5038324420677361,0.4883541295306001,0.6695953757984742,0.6810630038950359,0.9803921568627451,0.02727272727272727
2020-01,0.5696611063034028,0.4939303852347331,0.5084231388579215,0.6681451135238758,0.6887887437880871,0.802675585284281,0.18518518518518517
2020-02,0.5764088821693595,0.45883117532370143,0.5284790614741122,0.6670709830903473,0.7111210260917715,0.8554216867469879,0.06224066390041494
2020-03,0.5771067730001108,0.4934898402051687,0.5116886959952653,0.6688122828805626,0.6983639736935359,0.3248175182481752,0.6621621621621622
2020-04,0.5774704331263681,0.48806697316956016,0.5153708913744596,0.6691232579067303,0.6972399002141926,0.5186440677966102,0.4574898785425101
2020-05,0.5752897867380469,0.5,0.46171561547103196,0.6701137772408867,0.6722174164315847,1.0,0.0
2020-06,0.5644038517805885,0.49059561128526646,0.5294455961168976,0.6678803838601678,0.6951141740451201,0.9811912225705329,0.0
2020-07,0.5705557895675498,0.4881053366931962,0.4864212469748759,0.6651352820239194,0.6953146035972744,0.8758389261744967,0.10037174721189591
2020-08,0.5621361966657248,0.5329907161803713,0.47855879752431474,0.6657119706118679,0.687821107409145,0.7211538461538461,0.3448275862068966
