Date,MJD,OpenTime,CloseTime,OpenPrice,ClosePrice,MinPrice,MaxPrice,Quantity
20210104,59218,09:30:00,09:59:59,133.52,131.4489,131.2938,133.6116,13486387
20210104,59218,10:00:00,10:59:59,131.45,130.9683,130.38,131.67,16660868
20210104,59218,11:00:00,11:59:59,130.97,128.82,128.79,131.31,16900181
20210104,59218,12:00:00,12:59:59,128.81,128.42,126.76,128.9193,17646282
20210104,59218,13:00:00,13:59:59,128.41,129.1778,128.05,129.2,10422877
20210104,59218,14:00:00,14:59:59,129.17,129.492,128.62,129.5791,11092077
20210104,59218,15:00:00,16:00:00,129.48,129.41,128.76,129.74,30013604
20210105,59219,09:30:00,09:59:59,128.89,131.3104,128.43,131.48,13622907
20210105,59219,10:00:00,10:59:59,131.32,130.52,130.4314,131.74,14480604
20210105,59219,11:00:00,11:59:59,130.535,130.29,129.93,130.69,10408356
20210105,59219,12:00:00,12:59:58,130.29,130.145,129.84,130.34,7643264
20210105,59219,13:00:00,13:59:59,130.15,130.625,129.9401,130.63,5809738
20210105,59219,14:00:00,14:59:59,130.63,130.95,130.595,131.405,8811160
20210105,59219,15:00:00,16:00:00,130.96,131.01,130.76,131.45,18641379
20210106,59220,09:30:00,09:59:59,127.72,128.06,126.55,128.52,21040563
20210106,59220,10:00:00,10:59:59,128.07,129.3869,127.59,129.74,19119823
20210106,59220,11:00:00,11:59:59,129.39,130.12,129.1,131.0499,16862298
20210106,59220,12:00:00,12:59:59,130.13,130.01,129.88,130.705,9119465
20210106,59220,13:00:00,13:59:59,130.02,129.25,128.94,130.26,11522942
20210106,59220,14:00:00,14:59:59,129.255,127.9399,127.1,129.45,18981336
20210106,59220,15:00:00,16:00:00,127.93,126.6,126.382,128.22,35026544
20210107,59221,09:30:00,09:59:59,128.36,129.0103,127.86,129.14,16226787
20210107,59221,10:00:00,10:59:59,129.03,130.5406,128.88,130.56,18026893
20210107,59221,11:00:00,11:59:59,130.545,130.32,130.14,131.03,12892372
20210107,59221,12:00:00,12:59:59,130.33,130.465,129.85,130.65,7812590
20210107,59221,13:00:00,13:59:59,130.465,130.31,130.02,130.56,6433115
20210107,59221,14:00:00,14:59:59,130.305,130.775,130.28,130.78,6685850
20210107,59221,15:00:00,16:00:00,130.7724,130.86,130.46,131.63,16544185
20210108,59222,09:30:00,09:59:59,132.43,131.549,130.35,132.63,15655396
20210108,59222,10:00:00,10:59:59,131.545,131.02,130.26,131.98,14365512
20210108,59222,11:00:00,11:59:59,131.02,132.24,130.6201,132.25,11792057
20210108,59222,12:00:00,12:59:58,132.2408,131.67,131.52,132.57,10306135
20210108,59222,13:00:00,13:59:59,131.67,131.01,130.23,131.795,10418411
20210108,59222,14:00:00,14:59:59,131.0049,131.44,130.97,131.555,7142365
20210108,59222,15:00:00,16:00:00,131.44,132.05,131.39,132.21,18589784
20210111,59225,09:30:00,09:59:59,129.19,129.425,128.5,129.82,15656518
20210111,59225,10:00:00,10:59:59,129.41,129.57,129.3201,130.17,14046579
20210111,59225,11:00:00,11:59:59,129.56,129.51,129.03,129.69,8258339
20210111,59225,12:00:00,12:59:59,129.51,129.55,129.35,130.06,7183087
20210111,59225,13:00:00,13:59:59,129.545,129.345,129.22,129.93,7512409
20210111,59225,14:00:01,14:59:59,129.348,129.31,128.87,129.348,7960376
