Date,MJD,OpenTime,CloseTime,OpenPrice,ClosePrice,MinPrice,MaxPrice,Quantity
20160104,57391,09:30:00,16:00:00,102.61,105.35,102.0,105.368,49629685
20160105,57392,09:30:00,16:00:00,105.75,102.71,102.41,105.85,48874681
20160106,57393,09:30:00,16:00:00,100.56,100.7,99.87,102.37,60432036
20160107,57394,09:30:00,16:00:00,98.68,96.45,96.43,100.13,68847338
20160108,57395,09:30:00,16:00:00,98.55,96.96,96.76,99.11,60283427
20160111,57398,09:30:00,16:00:00,98.97,98.53,97.34,99.06,42739720
20160112,57399,09:30:00,16:00:00,100.55,99.96,98.8399,100.69,42297898
20160113,57400,09:30:00,16:00:00,100.32,97.39,97.3,101.19,54711203
20160114,57401,09:30:00,16:00:00,97.96,99.52,95.74,100.48,52142306
20160115,57402,09:30:00,16:00:00,96.2,97.13,95.36,97.71,62250329
20160119,57406,09:30:00,16:00:00,98.41,96.66,95.5,98.65,42242834
20160120,57407,09:30:00,16:00:00,95.1,96.79,93.42,98.1897,57101552
20160121,57408,09:30:00,16:00:00,97.06,96.3,94.94,97.88,37656561
20160122,57409,09:30:00,16:00:00,98.63,101.42,98.38,101.46,56321622
20160125,57412,09:30:00,16:00:00,101.52,99.41,99.21,101.53,43514001
20160126,57413,09:30:00,16:00:00,99.93,99.99,98.07,100.88,54351295
20160127,57414,09:30:00,16:00:00,96.04,93.42,93.34,96.6289,110707466
20160128,57415,09:30:00,16:00:00,93.79,94.09,92.39,94.52,44421647
20160129,57416,09:30:00,16:00:00,94.79,97.085,94.35,97.34,56330001
20160201,57419,09:30:00,16:00:00,96.47,96.43,95.4,96.71,34342727
20160202,57420,09:30:00,16:00:00,95.42,94.48,94.28,96.04,32331382
20160203,57421,09:30:00,16:00:00,95.0,96.35,94.08,96.84,35764729
20160204,57422,09:30:00,16:00:00,95.86,96.6,95.19,97.33,32467574
20160205,57423,09:30:00,16:00:00,96.52,94.02,93.69,96.92,38154643
20160208,57426,09:30:00,16:00:00,93.13,95.01,93.04,95.69,44730640
20160209,57427,09:30:00,16:00:00,94.29,94.99,93.93,95.94,34987817
20160210,57428,09:30:00,16:00:00,95.92,94.27,94.1,96.35,34109559
20160211,57429,09:30:00,16:00:00,93.79,93.7,92.59,94.69,38900715
20160212,57430,09:30:00,16:00:00,94.19,93.99,93.01,94.5,35030258
20160216,57434,09:30:00,16:00:00,95.02,96.64,94.61,96.85,42207914
20160217,57435,09:30:00,16:00:00,96.67,98.12,96.15,98.21,39436047
20160218,57436,09:30:00,16:00:00,98.84,96.26,96.091,98.89,31457923
20160219,57437,09:30:00,16:00:00,96.0,96.04,95.81,96.7599,28236474
20160222,57440,09:30:00,16:00:00,96.31,96.88,95.92,96.9,30727363
20160223,57441,09:30:00,16:00:00,96.4,94.69,94.55,96.5,27230992
20160224,57442,09:30:00,16:00:00,93.98,96.1,93.32,96.38,30201644
20160225,57443,09:30:00,16:00:00,96.05,96.76,95.25,96.76,24047206
20160226,57444,09:30:00,16:00:00,97.2,96.91,96.58,98.0237,25623813
20160229,57447,09:30:00,16:00:00,96.86,96.69,96.65,98.23,28781079
20160301,57448,09:30:00,16:00:00,97.65,100.53,97.42,100.77,45241857
20160302,57449,09:30:00,16:00:00,100.51,100.75,99.64,100.89,29614336
20160303,57450,09:30:00,16:00:00,100.58,101.5,100.45,101.7099,31324568
20160304,57451,09:30:00,16:00:00,102.37,103.01,101.3702,103.75,40500374
20160307,57454,09:30:00,16:00:00,102.39,101.87,100.96,102.83,31497115
20160308,57455,09:30:00,16:00:00,100.78,101.03,100.4,101.76,27690794
20160309,57456,09:30:00,16:00:00,101.31,101.12,100.27,101.58,23423340
20160310,57457,09:30:00,16:00:00,101.41,101.17,100.15,102.24,28343634
20160311,57458,09:30:00,16:00:00,102.24,102.23,101.5,102.27,23787306
20160314,57461,09:30:00,16:00:00,101.91,102.52,101.78,102.91,22115090
20160315,57462,09:30:00,16:00:00,103.96,104.58,103.85,105.18,34604003
20160316,57463,09:30:00,16:00:00,104.61,105.97,104.59,106.31,32950141
20160317,57464,09:30:00,16:00:00,105.52,105.8,104.96,106.47,29241408
20160318,57465,09:30:00,16:00:00,106.34,105.92,105.19,106.5,37096801
20160321,57468,09:30:00,16:00:00,105.93,105.91,105.1401,110.552,31342723
20160322,57469,09:30:00,16:00:00,105.25,106.72,105.21,107.29,28059979
20160323,57470,09:30:00,16:00:00,106.48,106.13,105.9,107.07,22813736
20160324,57471,09:30:00,16:00:00,105.47,105.67,104.89,106.25,22847211
20160328,57475,09:30:00,16:00:00,106.0,105.19,105.06,106.19,16961013
20160329,57476,09:30:00,16:00:00,104.89,107.68,104.88,107.79,27501777
20160330,57477,09:30:00,16:00:00,108.65,109.56,108.6,110.42,39613489
20160331,57478,09:30:00,16:00:00,109.72,108.99,108.88,109.9,21821092
20160401,57479,09:30:00,16:00:00,108.78,109.99,108.2,110.0,21924893
