Date,MJD,OpenTime,CloseTime,OpenPrice,ClosePrice,MinPrice,MaxPrice,Quantity
20200102,58850,09:30:00,16:00:00,296.24,300.35,295.19,300.6,28359543
20200103,58851,09:30:00,16:00:00,297.15,297.43,296.5,300.58,28730368
20200106,58854,09:30:00,16:00:00,293.79,299.8,292.7501,299.96,24071853
20200107,58855,09:30:00,16:00:00,299.84,298.39,297.48,300.9,21030449
20200108,58856,09:30:00,16:00:00,297.16,303.19,297.156,304.4399,27363945
20200109,58857,09:30:00,16:00:00,307.235,309.63,306.2,310.43,35271875
20200110,58858,09:30:00,16:00:00,310.6,310.33,308.25,312.67,29360750
20200113,58861,09:30:00,16:00:00,311.64,316.96,311.15,317.07,25024527
20200114,58862,09:30:00,16:00:00,316.7,312.68,312.17,317.57,32890466
20200115,58863,09:30:00,16:00:00,311.85,311.34,309.55,315.5,25043798
20200116,58864,09:30:00,16:00:00,313.59,315.24,312.09,315.7,20536563
20200117,58865,09:30:00,16:00:00,316.27,318.73,315.0,318.74,26548995
20200121,58869,09:30:00,16:00:00,317.19,316.57,316.0,319.02,21667205
20200122,58870,09:30:00,16:00:00,318.58,317.7,317.31,319.99,21090183
20200123,58871,09:30:00,16:00:00,317.92,319.23,315.65,319.56,18428344
20200124,58872,09:30:00,16:00:00,320.25,318.31,317.5188,323.33,30690378
20200127,58875,09:30:00,16:00:00,310.06,308.95,304.88,311.77,31643255
20200128,58876,09:30:00,16:00:00,312.6,317.69,312.19,318.4,27111020
20200129,58877,09:30:00,16:00:00,324.45,324.34,321.38,327.85,44757601
20200130,58878,09:30:00,16:00:00,320.5435,323.87,318.75,324.09,24818721
20200131,58879,09:30:00,16:00:00,320.93,309.51,308.29,322.68,40126789
20200203,58882,09:30:00,16:00:00,304.3,308.66,302.22,313.49,34898858
20200204,58883,09:30:00,16:00:00,315.31,318.85,313.6345,319.64,26366720
20200205,58884,09:30:00,16:00:00,323.52,321.45,318.95,324.76,23940953
20200206,58885,09:30:00,16:00:00,322.57,325.21,320.2648,325.22,19559784
20200207,58886,09:30:00,16:00:00,322.37,320.03,318.0,323.4,23508891
20200210,58889,09:30:00,16:00:00,314.18,321.55,313.85,321.55,21691455
20200211,58890,09:30:00,16:00:00,323.6,319.61,318.71,323.9,18766848
20200212,58891,09:30:00,16:00:00,321.47,327.2,321.47,327.22,21392082
20200213,58892,09:30:00,16:00:00,324.19,324.87,323.35,326.22,18507746
20200214,58893,09:30:00,16:00:00,324.74,324.95,322.85,325.98,16189202
20200218,58897,09:30:00,16:00:00,315.36,319.0,314.61,319.75,28602951
20200219,58898,09:30:00,16:00:00,320.0,323.62,320.0,324.57,17883049
20200220,58899,09:30:00,16:00:00,322.63,320.3,318.21,324.65,19764186
20200221,58900,09:30:00,16:00:00,318.62,313.05,310.5,320.45,25624827
20200224,58903,09:30:00,16:00:00,297.26,298.18,289.23,304.18,43161241
20200225,58904,09:30:00,16:00:00,300.95,288.08,286.13,302.53,45061651
20200226,58905,09:30:00,16:00:00,286.53,292.65,286.5,297.88,39441032
20200227,58906,09:30:00,16:00:00,281.1,273.52,272.96,286.0,63267965
20200228,58907,09:30:00,16:00:00,257.26,273.36,256.37,278.41,82846589
20200302,58910,09:30:00,16:00:00,282.28,298.81,277.72,301.44,67816463
20200303,58911,09:30:00,16:00:00,303.67,289.17,285.8,304.0,63285388
20200304,58912,09:30:00,16:00:00,296.44,302.74,293.13,303.4,44139177
20200305,58913,09:30:00,16:00:00,295.52,292.92,291.41,299.55,38162537
20200306,58914,09:30:00,16:00:00,282.0,289.03,281.23,290.82,44905833
20200309,58917,09:30:00,16:00:00,263.75,266.17,263.0,278.09,57092579
20200310,58918,09:30:00,16:00:00,277.14,285.34,269.37,286.44,56238914
20200311,58919,09:30:00,16:00:00,277.39,275.43,271.86,281.22,52031529
20200312,58920,09:30:00,16:00:00,255.94,248.23,248.0,270.0,83040727
20200313,58921,09:30:00,16:00:00,264.89,277.97,252.95,279.92,72042005
20200316,58924,09:30:00,16:00:00,241.95,242.21,240.0,259.08,62859841
20200317,58925,09:30:00,16:00:00,247.51,252.86,238.4,257.61,65585441
20200318,58926,09:30:00,16:00:00,239.77,246.67,237.12,250.0,58994741
20200319,58927,09:30:00,16:00:00,247.385,244.78,242.61,252.84,55694746
20200320,58928,09:30:00,16:00:00,247.18,229.24,228.0,251.83,80990466
20200323,58931,09:30:00,16:00:00,228.08,224.37,212.61,228.4997,66036276
20200324,58932,09:30:00,16:00:00,236.36,246.6,234.3,247.69,58914912
20200325,58933,09:30:00,16:00:00,250.75,245.52,244.3,258.25,59718188
20200326,58934,09:30:00,16:00:00,246.52,258.46,246.36,258.68,49694637
20200327,58935,09:30:00,16:00:00,252.75,247.74,247.05,255.87,41416235
20200330,58938,09:30:00,16:00:00,250.74,254.81,249.4,255.52,34360599
20200331,58939,09:30:00,16:00:00,255.6,254.29,252.0,262.49,39687288
20200401,58940,09:30:00,16:00:00,246.5,240.91,239.13,248.72,34977299
20200402,58941,09:30:00,16:00:00,240.34,244.93,236.9,245.15,34206743
20200403,58942,09:30:00,16:00:00,242.8,241.41,238.9741,245.7,26542611
20200406,58945,09:30:00,16:00:00,250.9,262.47,249.38,263.11,39423558
20200407,58946,09:30:00,16:00:00,270.8,259.43,259.0,271.7,40847807
20200408,58947,09:30:00,16:00:00,262.74,266.07,261.23,267.37,32070185
20200409,58948,09:30:00,16:00:00,268.7,267.99,264.7,270.07,32183580
20200413,58952,09:30:00,16:00:00,268.31,273.25,265.83,273.7,25896508
20200414,58953,09:30:00,16:00:00,280.0,287.05,278.05,288.25,38260127
20200415,58954,09:30:00,16:00:00,282.4,284.43,280.63,286.33,24971860
20200416,58955,09:30:00,16:00:00,287.38,286.69,282.3502,288.1975,30634409
20200417,58956,09:30:00,16:00:00,284.69,282.8,276.86,286.945,41043787
20200420,58959,09:30:00,16:00:00,277.95,276.93,276.85,281.68,24644641
20200421,58960,09:30:00,16:00:00,276.28,268.37,265.43,277.25,33971099
20200422,58961,09:30:00,16:00:00,273.61,275.76,272.2,277.9,22914134
20200423,58962,09:30:00,16:00:00,275.87,275.03,274.87,281.75,24507392
20200424,58963,09:30:00,16:00:00,277.2,282.97,277.0,283.01,25086662
20200427,58966,09:30:00,16:00:00,281.8,283.17,279.95,284.54,22957587
20200428,58967,09:30:00,16:00:00,285.08,278.58,278.2,285.83,21337581
