TradeDateIdx,Date,MJD,EarlyClose
336,20170504,57877,False
337,20170505,57878,False
338,20170508,57881,False
339,20170509,57882,False
340,20170510,57883,False
341,20170511,57884,False
342,20170512,57885,False
343,20170515,57888,False
344,20170516,57889,False
345,20170517,57890,False
346,20170518,57891,False
347,20170519,57892,False
348,20170522,57895,False
349,20170523,57896,False
350,20170524,57897,False
351,20170525,57898,False
352,20170526,57899,False
353,20170530,57903,False
354,20170531,57904,False
355,20170601,57905,False
356,20170602,57906,False
357,20170605,57909,False
358,20170606,57910,False
359,20170607,57911,False
360,20170608,57912,False
361,20170609,57913,False
362,20170612,57916,False
363,20170613,57917,False
364,20170614,57918,False
365,20170615,57919,False
366,20170616,57920,False
367,20170619,57923,False
368,20170620,57924,False
369,20170621,57925,False
370,20170622,57926,False
371,20170623,57927,False
372,20170626,57930,False
373,20170627,57931,False
374,20170628,57932,False
375,20170629,57933,False
376,20170630,57934,False
377,20170703,57937,True
378,20170705,57939,False
379,20170706,57940,False
380,20170707,57941,False
381,20170710,57944,False
382,20170711,57945,False
383,20170712,57946,False
384,20170713,57947,False
385,20170714,57948,False
386,20170717,57951,False
387,20170718,57952,False
388,20170719,57953,False
389,20170720,57954,False
390,20170721,57955,False
391,20170724,57958,False
392,20170725,57959,False
393,20170726,57960,False
394,20170727,57961,False
395,20170728,57962,False
396,20170731,57965,False
397,20170801,57966,False
398,20170802,57967,False
399,20170803,57968,False
400,20170804,57969,False
401,20170807,57972,False
402,20170808,57973,False
403,20170809,57974,False
404,20170810,57975,False
405,20170811,57976,False
406,20170814,57979,False
407,20170815,57980,False
408,20170816,57981,False
409,20170817,57982,False
410,20170818,57983,False
411,20170821,57986,False
412,20170822,57987,False
413,20170823,57988,False
414,20170824,57989,False
415,20170825,57990,False
416,20170828,57993,False
417,20170829,57994,False
418,20170830,57995,False
419,20170831,57996,False
420,20170901,57997,False
421,20170905,58001,False
422,20170906,58002,False
423,20170907,58003,False
424,20170908,58004,False
425,20170911,58007,False
426,20170912,58008,False
427,20170913,58009,False
428,20170914,58010,False
429,20170915,58011,False
430,20170918,58014,False
431,20170919,58015,False
432,20170920,58016,False
433,20170921,58017,False
434,20170922,58018,False
435,20170925,58021,False
436,20170926,58022,False
437,20170927,58023,False
438,20170928,58024,False
439,20170929,58025,False
440,20171002,58028,False
441,20171003,58029,False
442,20171004,58030,False
443,20171005,58031,False
444,20171006,58032,False
445,20171009,58035,False
446,20171010,58036,False
447,20171011,58037,False
448,20171012,58038,False
449,20171013,58039,False
450,20171016,58042,False
451,20171017,58043,False
452,20171018,58044,False
453,20171019,58045,False
454,20171020,58046,False
455,20171023,58049,False
456,20171024,58050,False
457,20171025,58051,False
458,20171026,58052,False
459,20171027,58053,False
460,20171030,58056,False
461,20171031,58057,False
462,20171101,58058,False
463,20171102,58059,False
464,20171103,58060,False
465,20171106,58063,False
466,20171107,58064,False
467,20171108,58065,False
468,20171109,58066,False
469,20171110,58067,False
470,20171113,58070,False
471,20171114,58071,False
472,20171115,58072,False
473,20171116,58073,False
474,20171117,58074,False
475,20171120,58077,False
476,20171121,58078,False
477,20171122,58079,False
478,20171124,58081,True
479,20171127,58084,False
480,20171128,58085,False
481,20171129,58086,False
482,20171130,58087,False
483,20171201,58088,False
484,20171204,58091,False
485,20171205,58092,False
486,20171206,58093,False
487,20171207,58094,False
488,20171208,58095,False
489,20171211,58098,False
490,20171212,58099,False
491,20171213,58100,False
492,20171214,58101,False
493,20171215,58102,False
494,20171218,58105,False
495,20171219,58106,False
496,20171220,58107,False
497,20171221,58108,False
498,20171222,58109,False
499,20171226,58113,False
500,20171227,58114,False
501,20171228,58115,False
502,20171229,58116,False
503,20180102,58120,False
504,20180103,58121,False
505,20180104,58122,False
506,20180105,58123,False
507,20180108,58126,False
508,20180109,58127,False
509,20180110,58128,False
510,20180111,58129,False
511,20180112,58130,False
512,20180116,58134,False
513,20180117,58135,False
514,20180118,58136,False
515,20180119,58137,False
516,20180122,58140,False
517,20180123,58141,False
518,20180124,58142,False
519,20180125,58143,False
520,20180126,58144,False
521,20180129,58147,False
522,20180130,58148,False
523,20180131,58149,False
524,20180201,58150,False
525,20180202,58151,False
526,20180205,58154,False
527,20180206,58155,False
528,20180207,58156,False
529,20180208,58157,False
530,20180209,58158,False
531,20180212,58161,False
532,20180213,58162,False
533,20180214,58163,False
534,20180215,58164,False
535,20180216,58165,False
536,20180220,58169,False
537,20180221,58170,False
538,20180222,58171,False
539,20180223,58172,False
540,20180226,58175,False
541,20180227,58176,False
542,20180228,58177,False
543,20180301,58178,False
544,20180302,58179,False
545,20180305,58182,False
546,20180306,58183,False
547,20180307,58184,False
548,20180308,58185,False
549,20180309,58186,False
550,20180312,58189,False
551,20180313,58190,False
552,20180314,58191,False
553,20180315,58192,False
554,20180316,58193,False
555,20180319,58196,False
556,20180320,58197,False
557,20180321,58198,False
558,20180322,58199,False
559,20180323,58200,False
560,20180326,58203,False
561,20180327,58204,False
562,20180328,58205,False
563,20180329,58206,False
564,20180402,58210,False
565,20180403,58211,False
566,20180404,58212,False
567,20180405,58213,False
568,20180406,58214,False
569,20180409,58217,False
570,20180410,58218,False
571,20180411,58219,False
572,20180412,58220,False
573,20180413,58221,False
574,20180416,58224,False
575,20180417,58225,False
576,20180418,58226,False
577,20180419,58227,False
578,20180420,58228,False
579,20180423,58231,False
580,20180424,58232,False
581,20180425,58233,False
582,20180426,58234,False
583,20180427,58235,False
584,20180430,58238,False
585,20180501,58239,False
586,20180502,58240,False
587,20180503,58241,False
588,20180504,58242,False
589,20180507,58245,False
590,20180508,58246,False
591,20180509,58247,False
592,20180510,58248,False
593,20180511,58249,False
594,20180514,58252,False
595,20180515,58253,False
596,20180516,58254,False
597,20180517,58255,False
598,20180518,58256,False
599,20180521,58259,False
600,20180522,58260,False
601,20180523,58261,False
602,20180524,58262,False
603,20180525,58263,False
604,20180529,58267,False
605,20180530,58268,False
606,20180531,58269,False
607,20180601,58270,False
608,20180604,58273,False
609,20180605,58274,False
610,20180606,58275,False
611,20180607,58276,False
612,20180608,58277,False
613,20180611,58280,False
614,20180612,58281,False
615,20180613,58282,False
616,20180614,58283,False
617,20180615,58284,False
618,20180618,58287,False
619,20180619,58288,False
620,20180620,58289,False
621,20180621,58290,False
622,20180622,58291,False
623,20180625,58294,False
624,20180626,58295,False
625,20180627,58296,False
626,20180628,58297,False
627,20180629,58298,False
628,20180702,58301,False
629,20180703,58302,True
630,20180705,58304,False
631,20180706,58305,False
632,20180709,58308,False
633,20180710,58309,False
634,20180711,58310,False
635,20180712,58311,False
636,20180713,58312,False
637,20180716,58315,False
638,20180717,58316,False
639,20180718,58317,False
640,20180719,58318,False
641,20180720,58319,False
642,20180723,58322,False
643,20180724,58323,False
644,20180725,58324,False
645,20180726,58325,False
646,20180727,58326,False
647,20180730,58329,False
648,20180731,58330,False
649,20180801,58331,False
650,20180802,58332,False
651,20180803,58333,False
652,20180806,58336,False
653,20180807,58337,False
654,20180808,58338,False
655,20180809,58339,False
656,20180810,58340,False
657,20180813,58343,False
658,20180814,58344,False
659,20180815,58345,False
660,20180816,58346,False
661,20180817,58347,False
662,20180820,58350,False
663,20180821,58351,False
664,20180822,58352,False
665,20180823,58353,False
666,20180824,58354,False
667,20180827,58357,False
668,20180828,58358,False
669,20180829,58359,False
670,20180830,58360,False
671,20180831,58361,False
672,20180904,58365,False
673,20180905,58366,False
674,20180906,58367,False
675,20180907,58368,False
676,20180910,58371,False
677,20180911,58372,False
678,20180912,58373,False
679,20180913,58374,False
680,20180914,58375,False
681,20180917,58378,False
682,20180918,58379,False
683,20180919,58380,False
684,20180920,58381,False
685,20180921,58382,False
686,20180924,58385,False
687,20180925,58386,False
688,20180926,58387,False
689,20180927,58388,False
690,20180928,58389,False
691,20181001,58392,False
692,20181002,58393,False
693,20181003,58394,False
694,20181004,58395,False
695,20181005,58396,False
696,20181008,58399,False
697,20181009,58400,False
698,20181010,58401,False
699,20181011,58402,False
700,20181012,58403,False
701,20181015,58406,False
702,20181016,58407,False
703,20181017,58408,False
704,20181018,58409,False
705,20181019,58410,False
706,20181022,58413,False
707,20181023,58414,False
708,20181024,58415,False
709,20181025,58416,False
710,20181026,58417,False
711,20181029,58420,False
712,20181030,58421,False
713,20181031,58422,False
714,20181101,58423,False
715,20181102,58424,False
716,20181105,58427,False
717,20181106,58428,False
718,20181107,58429,False
719,20181108,58430,False
720,20181109,58431,False
721,20181112,58434,False
722,20181113,58435,False
723,20181114,58436,False
724,20181115,58437,False
725,20181116,58438,False
726,20181119,58441,False
727,20181120,58442,False
728,20181121,58443,False
729,20181123,58445,True
730,20181126,58448,False
731,20181127,58449,False
732,20181128,58450,False
733,20181129,58451,False
734,20181130,58452,False
735,20181203,58455,False
736,20181204,58456,False
737,20181206,58458,False
738,20181207,58459,False
739,20181210,58462,False
740,20181211,58463,False
741,20181212,58464,False
742,20181213,58465,False
743,20181214,58466,False
744,20181217,58469,False
745,20181218,58470,False
746,20181219,58471,False
747,20181220,58472,False
748,20181221,58473,False
749,20181224,58476,True
750,20181226,58478,False
751,20181227,58479,False
752,20181228,58480,False
753,20181231,58483,False
754,20190102,58485,False
755,20190103,58486,False
756,20190104,58487,False
757,20190107,58490,False
758,20190108,58491,False
759,20190109,58492,False
760,20190110,58493,False
761,20190111,58494,False
762,20190114,58497,False
763,20190115,58498,False
764,20190116,58499,False
765,20190117,58500,False
766,20190118,58501,False
767,20190122,58505,False
768,20190123,58506,False
769,20190124,58507,False
770,20190125,58508,False
771,20190128,58511,False
772,20190129,58512,False
773,20190130,58513,False
774,20190131,58514,False
775,20190201,58515,False
776,20190204,58518,False
777,20190205,58519,False
778,20190206,58520,False
779,20190207,58521,False
780,20190208,58522,False
781,20190211,58525,False
782,20190212,58526,False
783,20190213,58527,False
784,20190214,58528,False
785,20190215,58529,False
786,20190219,58533,False
787,20190220,58534,False
788,20190221,58535,False
789,20190222,58536,False
790,20190225,58539,False
791,20190226,58540,False
792,20190227,58541,False
793,20190228,58542,False
794,20190301,58543,False
795,20190304,58546,False
796,20190305,58547,False
797,20190306,58548,False
798,20190307,58549,False
799,20190308,58550,False
800,20190311,58553,False
801,20190312,58554,False
802,20190313,58555,False
803,20190314,58556,False
804,20190315,58557,False
805,20190318,58560,False
806,20190319,58561,False
807,20190320,58562,False
808,20190321,58563,False
809,20190322,58564,False
810,20190325,58567,False
811,20190326,58568,False
812,20190327,58569,False
813,20190328,58570,False
814,20190329,58571,False
815,20190401,58574,False
816,20190402,58575,False
817,20190403,58576,False
818,20190404,58577,False
819,20190405,58578,False
820,20190408,58581,False
821,20190409,58582,False
822,20190410,58583,False
823,20190411,58584,False
824,20190412,58585,False
825,20190415,58588,False
826,20190416,58589,False
827,20190417,58590,False
828,20190418,58591,False
829,20190422,58595,False
830,20190423,58596,False
831,20190424,58597,False
832,20190425,58598,False
833,20190426,58599,False
834,20190429,58602,False
835,20190430,58603,False
836,20190501,58604,False
837,20190502,58605,False
838,20190503,58606,False
839,20190506,58609,False
840,20190507,58610,False
841,20190508,58611,False
842,20190509,58612,False
843,20190510,58613,False
844,20190513,58616,False
845,20190514,58617,False
846,20190515,58618,False
847,20190516,58619,False
848,20190517,58620,False
849,20190520,58623,False
850,20190521,58624,False
851,20190522,58625,False
852,20190523,58626,False
853,20190524,58627,False
854,20190528,58631,False
855,20190529,58632,False
856,20190530,58633,False
857,20190531,58634,False
858,20190603,58637,False
859,20190604,58638,False
860,20190605,58639,False
861,20190606,58640,False
862,20190607,58641,False
863,20190610,58644,False
864,20190611,58645,False
865,20190612,58646,False
866,20190613,58647,False
867,20190614,58648,False
868,20190617,58651,False
869,20190618,58652,False
870,20190619,58653,False
871,20190620,58654,False
872,20190621,58655,False
873,20190624,58658,False
874,20190625,58659,False
875,20190626,58660,False
876,20190627,58661,False
877,20190628,58662,False
878,20190701,58665,False
879,20190702,58666,False
880,20190703,58667,True
881,20190705,58669,False
882,20190708,58672,False
883,20190709,58673,False
884,20190710,58674,False
885,20190711,58675,False
886,20190712,58676,False
887,20190715,58679,False
888,20190716,58680,False
889,20190717,58681,False
890,20190718,58682,False
891,20190719,58683,False
892,20190722,58686,False
893,20190723,58687,False
894,20190724,58688,False
895,20190725,58689,False
896,20190726,58690,False
897,20190729,58693,False
898,20190730,58694,False
899,20190731,58695,False
900,20190801,58696,False
901,20190802,58697,False
902,20190805,58700,False
903,20190806,58701,False
904,20190807,58702,False
905,20190808,58703,False
906,20190809,58704,False
907,20190812,58707,False
908,20190813,58708,False
909,20190814,58709,False
910,20190815,58710,False
911,20190816,58711,False
912,20190819,58714,False
913,20190820,58715,False
914,20190821,58716,False
915,20190822,58717,False
916,20190823,58718,False
917,20190826,58721,False
918,20190827,58722,False
919,20190828,58723,False
920,20190829,58724,False
921,20190830,58725,False
922,20190903,58729,False
923,20190904,58730,False
924,20190905,58731,False
925,20190906,58732,False
926,20190909,58735,False
927,20190910,58736,False
928,20190911,58737,False
929,20190912,58738,False
930,20190913,58739,False
931,20190916,58742,False
932,20190917,58743,False
933,20190918,58744,False
934,20190919,58745,False
935,20190920,58746,False
936,20190923,58749,False
937,20190924,58750,False
938,20190925,58751,False
939,20190926,58752,False
940,20190927,58753,False
941,20190930,58756,False
942,20191001,58757,False
943,20191002,58758,False
944,20191003,58759,False
945,20191004,58760,False
946,20191007,58763,False
947,20191008,58764,False
948,20191009,58765,False
949,20191010,58766,False
950,20191011,58767,False
951,20191014,58770,False
952,20191015,58771,False
953,20191016,58772,False
954,20191017,58773,False
955,20191018,58774,False
956,20191021,58777,False
957,20191022,58778,False
958,20191023,58779,False
959,20191024,58780,False
960,20191025,58781,False
961,20191028,58784,False
962,20191029,58785,False
963,20191030,58786,False
964,20191031,58787,False
965,20191101,58788,False
966,20191104,58791,False
967,20191105,58792,False
968,20191106,58793,False
969,20191107,58794,False
970,20191108,58795,False
971,20191111,58798,False
972,20191112,58799,False
973,20191113,58800,False
974,20191114,58801,False
975,20191115,58802,False
976,20191118,58805,False
977,20191119,58806,False
978,20191120,58807,False
979,20191121,58808,False
980,20191122,58809,False
981,20191125,58812,False
982,20191126,58813,False
983,20191127,58814,False
984,20191129,58816,True
985,20191202,58819,False
986,20191203,58820,False
987,20191204,58821,False
988,20191205,58822,False
989,20191206,58823,False
990,20191209,58826,False
991,20191210,58827,False
992,20191211,58828,False
993,20191212,58829,False
994,20191213,58830,False
995,20191216,58833,False
996,20191217,58834,False
997,20191218,58835,False
998,20191219,58836,False
999,20191220,58837,False
1000,20191223,58840,False
1001,20191224,58841,True
1002,20191226,58843,False
1003,20191227,58844,False
1004,20191230,58847,False
1005,20191231,58848,False
1006,20200102,58850,False
1007,20200103,58851,False
1008,20200106,58854,False
1009,20200107,58855,False
1010,20200108,58856,False
1011,20200109,58857,False
1012,20200110,58858,False
1013,20200113,58861,False
1014,20200114,58862,False
1015,20200115,58863,False
1016,20200116,58864,False
1017,20200117,58865,False
1018,20200121,58869,False
1019,20200122,58870,False
1020,20200123,58871,False
1021,20200124,58872,False
1022,20200127,58875,False
1023,20200128,58876,False
1024,20200129,58877,False
1025,20200130,58878,False
1026,20200131,58879,False
1027,20200203,58882,False
1028,20200204,58883,False
1029,20200205,58884,False
1030,20200206,58885,False
1031,20200207,58886,False
1032,20200210,58889,False
1033,20200211,58890,False
1034,20200212,58891,False
1035,20200213,58892,False
1036,20200214,58893,False
1037,20200218,58897,False
1038,20200219,58898,False
1039,20200220,58899,False
1040,20200221,58900,False
1041,20200224,58903,False
1042,20200225,58904,False
1043,20200226,58905,False
1044,20200227,58906,False
1045,20200228,58907,False
1046,20200302,58910,False
1047,20200303,58911,False
1048,20200304,58912,False
1049,20200305,58913,False
1050,20200306,58914,False
1051,20200309,58917,False
1052,20200310,58918,False
1053,20200311,58919,False
1054,20200312,58920,False
1055,20200313,58921,False
1056,20200316,58924,False
1057,20200317,58925,False
1058,20200318,58926,False
1059,20200319,58927,False
1060,20200320,58928,False
1061,20200323,58931,False
1062,20200324,58932,False
1063,20200325,58933,False
1064,20200326,58934,False
1065,20200327,58935,False
1066,20200330,58938,False
1067,20200331,58939,False
1068,20200401,58940,False
1069,20200402,58941,False
1070,20200403,58942,False
1071,20200406,58945,False
1072,20200407,58946,False
1073,20200408,58947,False
1074,20200409,58948,False
1075,20200413,58952,False
1076,20200414,58953,False
1077,20200415,58954,False
1078,20200416,58955,False
1079,20200417,58956,False
1080,20200420,58959,False
1081,20200421,58960,False
1082,20200422,58961,False
1083,20200423,58962,False
1084,20200424,58963,False
1085,20200427,58966,False
1086,20200428,58967,False
1087,20200429,58968,False
1088,20200430,58969,False
1089,20200501,58970,False
1090,20200504,58973,False
1091,20200505,58974,False
1092,20200506,58975,False
1093,20200507,58976,False
1094,20200508,58977,False
1095,20200511,58980,False
1096,20200512,58981,False
1097,20200513,58982,False
1098,20200514,58983,False
1099,20200515,58984,False
1100,20200518,58987,False
1101,20200519,58988,False
1102,20200520,58989,False
1103,20200521,58990,False
1104,20200522,58991,False
1105,20200526,58995,False
1106,20200527,58996,False
1107,20200528,58997,False
1108,20200529,58998,False
1109,20200601,59001,False
1110,20200602,59002,False
1111,20200603,59003,False
1112,20200604,59004,False
1113,20200605,59005,False
1114,20200608,59008,False
1115,20200609,59009,False
1116,20200610,59010,False
1117,20200611,59011,False
1118,20200612,59012,False
1119,20200615,59015,False
1120,20200616,59016,False
1121,20200617,59017,False
1122,20200618,59018,False
1123,20200619,59019,False
1124,20200622,59022,False
1125,20200623,59023,False
1126,20200624,59024,False
1127,20200625,59025,False
1128,20200626,59026,False
1129,20200629,59029,False
1130,20200630,59030,False
1131,20200701,59031,False
1132,20200702,59032,False
1133,20200706,59036,False
1134,20200707,59037,False
1135,20200708,59038,False
1136,20200709,59039,False
1137,20200710,59040,False
1138,20200713,59043,False
1139,20200714,59044,False
1140,20200715,59045,False
1141,20200716,59046,False
1142,20200717,59047,False
1143,20200720,59050,False
1144,20200721,59051,False
1145,20200722,59052,False
1146,20200723,59053,False
1147,20200724,59054,False
1148,20200727,59057,False
1149,20200728,59058,False
1150,20200729,59059,False
1151,20200730,59060,False
1152,20200731,59061,False
1153,20200803,59064,False
1154,20200804,59065,False
1155,20200805,59066,False
1156,20200806,59067,False
1157,20200807,59068,False
1158,20200810,59071,False
1159,20200811,59072,False
1160,20200812,59073,False
1161,20200813,59074,False
1162,20200814,59075,False
1163,20200817,59078,False
1164,20200818,59079,False
1165,20200819,59080,False
1166,20200820,59081,False
1167,20200821,59082,False
1168,20200824,59085,False
1169,20200825,59086,False
1170,20200826,59087,False
1171,20200827,59088,False
1172,20200828,59089,False
1173,20200831,59092,False
1174,20200901,59093,False
1175,20200902,59094,False
1176,20200903,59095,False
1177,20200904,59096,False
1178,20200908,59100,False
1179,20200909,59101,False
1180,20200910,59102,False
1181,20200911,59103,False
1182,20200914,59106,False
1183,20200915,59107,False
1184,20200916,59108,False
1185,20200917,59109,False
1186,20200918,59110,False
1187,20200921,59113,False
1188,20200922,59114,False
1189,20200923,59115,False
1190,20200924,59116,False
1191,20200925,59117,False
1192,20200928,59120,False
1193,20200929,59121,False
1194,20200930,59122,False
1195,20201001,59123,False
1196,20201002,59124,False
1197,20201005,59127,False
1198,20201006,59128,False
1199,20201007,59129,False
1200,20201008,59130,False
1201,20201009,59131,False
1202,20201012,59134,False
1203,20201013,59135,False
1204,20201014,59136,False
1205,20201015,59137,False
1206,20201016,59138,False
1207,20201019,59141,False
1208,20201020,59142,False
1209,20201021,59143,False
1210,20201022,59144,False
1211,20201023,59145,False
1212,20201026,59148,False
1213,20201027,59149,False
1214,20201028,59150,False
1215,20201029,59151,False
1216,20201030,59152,False
1217,20201102,59155,False
1218,20201103,59156,False
1219,20201104,59157,False
1220,20201105,59158,False
1221,20201106,59159,False
1222,20201109,59162,False
1223,20201110,59163,False
1224,20201111,59164,False
1225,20201112,59165,False
1226,20201113,59166,False
1227,20201116,59169,False
1228,20201117,59170,False
1229,20201118,59171,False
1230,20201119,59172,False
1231,20201120,59173,False
1232,20201123,59176,False
1233,20201124,59177,False
1234,20201125,59178,False
1235,20201127,59180,True
1236,20201130,59183,False
1237,20201201,59184,False
1238,20201202,59185,False
1239,20201203,59186,False
1240,20201204,59187,False
1241,20201207,59190,False
1242,20201208,59191,False
1243,20201209,59192,False
1244,20201210,59193,False
1245,20201211,59194,False
